institute_type,institute,branch,quota,seat_type,gender,open_2016,close_2016,open_2017,close_2017,open_2018,close_2018,open_2019,close_2019,open_2020,close_2020,open_2021,close_2021,open_2022,close_2022,open_2023,close_2023,open_2024,close_2024,open_2025,close_2025
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,OPEN,NA,2648,6481,2456,6633,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,,,,,774,1258,2314,2803,454,1375,341,2736,1389,2074,1297,3752,3588,3677,1319,1319
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,SC,NA,499,598,831,1193,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,,,,,196,826,365,1609,241,565,355,2145,404,683,746,746,,,201,318
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,ST,NA,231,908,367,1042,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,,,,,,,585,585,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,,,,,902,1802,2076,3548,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN,NA,1077,3407,601,2194,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),Gender-Neutral,,,,,159,159,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),NA,78,78,,,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,,,,,312,359,429,675,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,SC,NA,339,454,389,471,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,,,,,178,178,212,212,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,ST,NA,118,118,249,249,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,,,,,2676,2784,3210,3451,3116,3699,3402,3651
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,,,,,,,,,,,,,189,189,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,6958,8260,8515,9552,7976,8528
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,,,,,,,,,642,642,,,1735,1735
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,24376,26589,28968,31292
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,,,,,12018,18434,13416,18133,15530,19251,18061,20008
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,1068,1068,555,555,1263,1263,1000,1000
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,,,,,3462,4268,4682,5468,3996,5803,6317,6988
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,,,,,1791,1929,2541,3248,2982,3401,3078,3602
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,,,,,,,4770,5115,6024,6103,8190,8301,7524,7559
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,42917,50188,42703,56359
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,,,,,,,,,24810,31417,25843,28751,30408,35711,32661,37238
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,,,1322,1322
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,,,,,,,,,8805,9784,8709,9252,7782,11559,9766,11296
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,,,,,,,,,5177,5820,6024,9162,7462,8510,8230,12245
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,8504,8538,8697,8893,8525,8972,9724,9849,9618,9637,8604,8842
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,18621,19106,18082,19723,20442,21336
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,58078,58078,64019,64019
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,27192,50293,51182,57088,38956,56495,49820,55578,55039,57068,44586,59086
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,3086,3086,,,,,,,4107,4107,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,8380,9799,8332,10803,9831,9999,8935,9779,9545,11859,8396,11173
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,4218,4416,3450,5026,4876,4876,4293,4293,5217,5217,4899,4899
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,7583,7583,11969,12560,12285,14838,13093,13745,16521,16797,17978,21535,17147,17894
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,75883,103780,84318,101650
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,53751,63895,48461,60011,63352,67688,60004,77435,71925,80238,74263,80459,82385,91376,92822,113717
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,NA,30360,51314,36778,49262,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,20150,22538,11290,16011,19773,21229,12014,16296,17545,18957,20261,20574,18066,21374,24974,26859
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,NA,10441,12336,9978,12414,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,17655,17655,5654,40750,17661,27262,11244,17790,8496,15450,12691,29631,8782,23727,18870,33724
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,ST,NA,7333,9053,10216,17813,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,,,,5680,5734,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,,,,,34330,42347,33215,44133,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,NA,29123,38909,33330,38651,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,,,,,1329,1329,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),NA,516,516,,,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,,,,,7999,9717,7630,8376,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,NA,7172,7763,7199,8246,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,,,,,5082,5372,3459,3711,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,ST,NA,3806,3889,4380,5966,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,6789,7138,7764,8221,8277,8823,8557,9375,8164,8624,7858,8527
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,15525,19295,15871,19536,17242,20139
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,44873,55026,55362,63036
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,34448,40679,36823,50527,39144,54086,28393,52487,39389,49909,38260,54554
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,3436,3436,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,7864,10093,8271,10804,7862,9881,9059,11133,5195,11282,10052,11329
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,3245,3628,4163,4996,4587,5110,4551,5651,5115,5664,5579,5908
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,6506,6700,9734,11648,10720,12850,11744,12592,12672,15760,14447,17013,15378,21338
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,74966,88813,77556,101554
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,30378,49718,34489,44940,48287,57090,52154,65890,55136,67582,55115,75402,55520,82308,62760,91841
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,NA,26791,34514,29557,37996,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,7476,14216,8997,10177,16912,19488,12306,15401,15635,17241,17557,20182,19733,23663,15682,22156
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,NA,9362,9570,9036,11128,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,6005,25326,13487,21011,10219,17313,6513,15204,8756,19689,6434,22355,10592,20337,6348,37160
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,NA,4569,8219,16420,17752,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,,,,4622,4622,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,,,,,23054,30232,25935,35803,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,NA,20801,27742,22317,29510,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,,,,,7765,9215,6520,8080,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,NA,4470,6109,5788,6860,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,,,,,3227,4136,3059,3194,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,NA,2637,2940,2967,5400,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,8446,8612,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,42362,50113,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,8893,11311,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,4892,4976,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,7519,7519,11858,12092,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,51893,62021,48222,58584,57362,66126,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,OPEN,NA,36941,42527,37544,45921,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,22541,22733,14227,15533,20130,22872,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,SC,NA,10816,11934,11459,12476,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,,,18813,40061,27703,36247,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,ST,NA,9481,10507,16269,16301,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,,,,5659,5671,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,,,,,32293,41368,37678,42509,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,OPEN,NA,27583,36412,26494,36280,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,,,,,9008,10017,8220,8972,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,SC,NA,6627,7356,5762,7414,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,,,,,3961,4929,3974,4020,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,ST,NA,3560,3817,5634,6388,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)",AI,EWS,Gender-Neutral,,,,,,,,,,,9535,9535,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)",AI,OPEN,Gender-Neutral,,,,,,,,,,,56235,61455,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)",AI,SC,Gender-Neutral,,,,,,,,,,,9138,11380,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,,,,,,,,,,,5685,5685,,,,,,,,
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,,,,,,,,,,,14622,14915,,,,,,,,
